0 0,5495 0
1380 1 0,9525
1381 1 0,9525
1382 1 0,9525
1383 1 0,9525
1384 1 0,9525
1385 1 0,9525
1386 1 0,9525
1387 1 0,9525
1388 1 0,9525
1389 1 0,9525
1390 1 0,9525
1391 1 0,9525
1392 1 0,9525
1393 1 0,9525
1394 1 0,9525
1395 1 0,9525
1396 1 0,9525
1397 1 0,9525
1398 1 0,9525
1399 1 0,9525
1400 1 0,9525
1401 1 0,9525
1402 1 0,9525
1403 1 0,9525
1404 1 0,9525
1405 1 0,9525
1406 1 0,9525
1407 1 0,9525
1408 1 0,9525
1409 1 0,9525
1410 1 0,9525
1411 1 0,9525
1412 1 0,9525
1413 1 0,9525
1414 1 0,9525
1415 1 0,9525
1416 1 0,9525
1417 1 0,9525
1418 1 0,9525
1419 1 0,9525
1420 1 0,9525
1421 1 0,9525
1422 1 0,9525
1423 1 0,9525
1424 1 0,9525
1425 1 0,9525
1426 1 0,9525
1427 1 0,9525
1428 1 0,9525
1429 1 0,9525
1430 1 0,9525
1431 1 0,9525
1432 1 0,9525
1433 1 0,9525
1434 1 0,9525
1435 1 0,9525
1436 1 0,9525
1437 1 0,9525
1438 1 0,9525
1439 1 0,9525
1440 1 0,9525
1441 1 0,9525
1442 1 0,9525
1443 1 0,9525
1444 1 0,9525
1445 1 0,9525
1446 1 0,9525
1447 1 0,9525
1448 1 0,9525
1449 1 0,9525
1450 1 0,9525
1451 1 0,9525
1452 1 0,9525
1453 1 0,9525
1454 1 0,9525
1455 1 0,9525
1456 1 0,9525
1457 1 0,9525
1458 1 0,9525
1459 1 0,9525
1460 1 0,9525
1461 1 0,9525
1462 1 0,9525
1463 1 0,9525
1464 1 0,9525
1465 1 0,9525
1466 1 0,9525
1467 1 0,9525
1468 1 0,9525
1469 1 0,9525
1470 1 0,9525
1471 1 0,9525
1472 1 0,9525
1473 1 0,9525
1474 1 0,9525
1475 1 0,9525
1476 1 0,9525
1477 1 0,9525
1478 1 0,9525
1479 1 0,9525
1480 1 0,9525
1481 1 0,9525
1482 1 0,9525
1483 1 0,9525
1484 1 0,9525
1485 1 0,9525
1486 1 0,9525
1487 1 0,9525
1488 1 0,9525
1489 1 0,9525
1490 1 0,9525
1491 1 0,9525
1492 1 0,9525
1493 1 0,9525
1494 1 0,9525
1495 1 0,9525
1496 1 0,9525
1497 1 0,9525
1498 1 0,9525
1499 1 0,9525
1500 1 0,9525
1501 1 0,9525
1502 1 0,9525
1503 1 0,9525
1504 1 0,9525
1505 1 0,9525
1506 1 0,9525
1507 1 0,9525
1508 1 0,9525
1509 1 0,9525
1510 1 0,9525
1511 1 0,9525
1512 1 0,9525
1513 1 0,9525
1514 1 0,9525
1515 1 0,9525
1516 1 0,9525
1517 1 0,9525
1518 1 0,9525
1519 1 0,9525
1520 1 0,9525
1521 1 0,9525
1522 1 0,9525
1523 1 0,9525
1524 1 0,9525
1525 1 0,9525
1526 1 0,9525
1527 1 0,9525
1528 1 0,9525
1529 1 0,9525
1530 1 0,9525
1531 1 0,9525
1532 1 0,9525
1533 1 0,9525
1534 1 0,9525
1535 1 0,9525
1536 1 0,9525
1537 1 0,9525
1538 1 0,9525
1539 1 0,9525
1540 1 0,9525
1541 1 0,9525
1542 1 0,9525
1543 1 0,9525
1544 1 0,9525
1545 1 0,9525
1546 1 0,9525
1547 1 0,9525
1548 1 0,9525
1549 1 0,9525
1550 1 0,9525
1551 1 0,9525
1552 1 0,9525
1553 1 0,9525
1554 1 0,9525
1555 1 0,9525
1556 1 0,9525
1557 1 0,9525
1558 1 0,9525
1559 1 0,9525
1560 1 0,9525
1561 1 0,9525
1562 1 0,9525
1563 1 0,9525
1564 1 0,9525
1565 1 0,9525
1566 1 0,9525
1567 1 0,9525
1568 1 0,9525
